 2016 Bajaj Pulsar 15000 Kms ,65500," Added via phone on 8 May, Ad ID: 1213321065 "," Borivali West, Mumbai ", 2016 Bajaj Pulsar 15000 Kms ," Brand: Bajaj Model: Pulsar Year: 2016 KM Driven: 15,000 km "
 Hero Karizma 13094 Kms 2005 year ,38000," Added via phone on 28 May, Ad ID: 1220897587 "," Andheri East, Mumbai ", Hero Karizma 13094 Kms 2005 year ," Brand: Hero Model: Karizma Year: 2005 KM Driven: 13,094 km "
 2000 Royal Enfield Bullet 80000 Kms ,80000," Added via phone on 27 May, Ad ID: 1217815221 "," Malad West, Mumbai ", 2000 Royal Enfield Bullet 80000 Kms ," Brand: Royal Enfield Model: Bullet Year: 2000 KM Driven: 80,000 km "
 2016 Classic 350 Silver 10000 Kms ,120000," Added via phone on 27 May, Ad ID: 1220729583 "," Mulund West, Mumbai ", 2016 Classic 350 Silver 10000 Kms ," Brand: Royal Enfield Model: Classic Year: 2016 KM Driven: 10,000 km "
 2012 Yamaha FZ 20000 Kms ,28000," Added via phone on 28 May, Ad ID: 1220890441 "," Lower Parel, Mumbai ", 2012 Yamaha FZ 20000 Kms ," Brand: Yamaha Model: FZ Year: 2012 KM Driven: 20,000 km "
 2013 TVS Apache RTR 30000 Kms ,37000," Added via phone on 28 May, Ad ID: 1220865849 "," Ambarnath, Mumbai ", 2013 TVS Apache RTR 30000 Kms ," Brand: TVS Model: Apache RTR Year: 2013 KM Driven: 30,000 km "
 2016 Honda CB 10000 Kms ,75000," Added via phone on 28 May, Ad ID: 1220859155 "," Kurla West, Mumbai ", 2016 Honda CB 10000 Kms ," Brand: Honda Model: CB Year: 2016 KM Driven: 10,000 km "
 2014 Honda CB 32000 Kms ,45000," Added via phone on 28 May, Ad ID: 1216243259 "," Kanakia Road, Mumbai ", 2014 Honda CB 32000 Kms ," Brand: Honda Model: CB Year: 2014 KM Driven: 32,000 km "
 2014 Bajaj Pulsar 20000 Kms ,32000," Added via phone on 28 May, Ad ID: 1210183255 "," Kashimira, Mumbai ", 2014 Bajaj Pulsar 20000 Kms ," Brand: Bajaj Model: Pulsar Year: 2014 KM Driven: 20,000 km "
 KTM Duke 200 14000 Kms 2016 year ,105000," Added via phone on 28 May, Ad ID: 1220843273 "," Apollo Bunder, Mumbai ", KTM Duke 200 14000 Kms 2016 year ," Brand: KTM Model: Duke 200 Year: 2016 KM Driven: 14,000 km "
 Hero CD 100 53356 Kms 2016 year ,59999," Added via phone on 28 May, Ad ID: 1220841867 "," Samata Nagar, Mumbai ", Hero CD 100 53356 Kms 2016 year ," Brand: Hero Model: CD 100 Year: 2016 KM Driven: 53,356 km "
 2017 Royal Enfield Classic 7000 Kms ,140000," Added via phone on 28 May, Ad ID: 1220838809 "," Goregaon West, Mumbai ", 2017 Royal Enfield Classic 7000 Kms ," Brand: Royal Enfield Model: Classic Year: 2017 KM Driven: 7,000 km "
 2005 Bajaj Pulsar 50000 Kms ,13000," Added via phone on 28 May, Ad ID: 1220842815 "," Waterfield Road Bandra West, Mumbai ", 2005 Bajaj Pulsar 50000 Kms ," Brand: Bajaj Model: Pulsar Year: 2005 KM Driven: 50,000 km "
 2016 Honda CB 6448 Kms ,70000," Added via phone on 28 May, Ad ID: 1220829413 "," Mira Road, Mumbai ", 2016 Honda CB 6448 Kms ," Brand: Honda Model: CB Year: 2016 KM Driven: 6,448 km "
 Yezdi d classi 250..new condition fully restore ,90000," Added via phone on 28 May, Ad ID: 1220835229 "," Sandhurst Road, Mumbai ", Yezdi d classi 250..new condition fully restore , Brand: Other Brands Year: 1981 KM Driven: 500 km 
 Yamaha Others 500 Kms 1998 year ,50000," Added via phone on 28 May, Ad ID: 1220837823 "," Kurla West, Mumbai ", Yamaha Others 500 Kms 1998 year , Brand: Yamaha Model: Others Year: 1998 KM Driven: 500 km 
 2005 Bajaj Pulsar 40000 Kms ,19999," Added via phone on 27 May, Ad ID: 1220823865 "," Aarey Road, Mumbai ", 2005 Bajaj Pulsar 40000 Kms ," Brand: Bajaj Model: Pulsar Year: 2005 KM Driven: 40,000 km "
 2008 Hero Honda Karizma 46642 Kms ,26000," Added via phone on 28 May, Ad ID: 1216861529 "," Borivali East, Mumbai ", 2008 Hero Honda Karizma 46642 Kms ," Brand: Hero Honda Model: Karizma Year: 2008 KM Driven: 46,642 km "
 2016 Bajaj Pulsar 24000 Kms ,68000," Added via phone on 28 May, Ad ID: 1209576341 "," Jogeshwari East, Mumbai ", 2016 Bajaj Pulsar 24000 Kms ," Brand: Bajaj Model: Pulsar Year: 2016 KM Driven: 24,000 km "
 Yamaha Fazer 1 Kms 2010 year ,25000," Added via phone on 28 May, Ad ID: 1220840765 "," Vithaldas Nagar, Mumbai ", Yamaha Fazer 1 Kms 2010 year , Brand: Yamaha Model: Fazer Year: 2010 KM Driven: 1 km 
 Excellent Condition Fazer 2012 Model ,34000," Added via phone on 29 May, Ad ID: 1206064587 "," Grant Road Area, Mumbai ", Excellent Condition Fazer 2012 Model ," Brand: Yamaha Model: Fazer Year: 2012 KM Driven: 40,000 km "
 2008 TVS Apache RTR 999999 Kms ,20000," Added via phone on 27 May, Ad ID: 1217583939 "," Chembur, Mumbai ", 2008 TVS Apache RTR 999999 Kms ," Brand: TVS Model: Apache RTR Year: 2008 KM Driven: 9,99,999 km "
 Suzuki V Strom DL1000 ..2003 ..15000 Kms ,550000," Added via phone on 27 May, Ad ID: 1220532231 "," Bandra West, Mumbai ", Suzuki V Strom DL1000 ..2003 ..15000 Kms ," Brand: Suzuki Model: V Storm Year: 2003 KM Driven: 15,000 km "
 KTM RC 15600 Kms 2015 year ,122000," Added via phone on 27 May, Ad ID: 1212999269 "," Malad East, Mumbai ", KTM RC 15600 Kms 2015 year ," Brand: KTM Model: RC Year: 2015 KM Driven: 15,600 km "
 2015 Karizma R. Black Colour.single Owner. Clear Papers ,53000," Added via phone on 21 May, Ad ID: 1212333721 "," Kandivali West, Mumbai ", 2015 Karizma R. Black Colour.single Owner. Clear Papers ," Brand: Hero Honda Model: Karizma Year: 2015 KM Driven: 20,000 km "
 2013 Bajaj Discover 21000 Kms ,28000," Added via phone on 27 May, Ad ID: 1220820483 "," Mumbai Fort Area, Mumbai ", 2013 Bajaj Discover 21000 Kms ," Brand: Bajaj Model: Discover Year: 2013 KM Driven: 21,000 km "
 Suzuki Others 20 Kms 2005 year ,20000," Added via phone on 27 May, Ad ID: 1220516471 "," Ushma Nagar, Mumbai ", Suzuki Others 20 Kms 2005 year , Brand: Suzuki Model: Others Year: 2005 KM Driven: 20 km 
 2014 Honda CB unicone 52000 Kms Emi Loan Avaiabal on used bike ,49500," Added via phone on 27 May, Ad ID: 1220511049 "," Kandivali West, Mumbai ", 2014 Honda CB unicone 52000 Kms Emi Loan Avaiabal on used bike ," Brand: Honda Model: CB Year: 2014 KM Driven: 52,000 km "
 2017 Yamaha FZ 1400 Kms ,89000," Added via phone on 27 May, Ad ID: 1200124671 "," Colaba, Mumbai ", 2017 Yamaha FZ 1400 Kms ," Brand: Yamaha Model: FZ Year: 2017 KM Driven: 1,800 km "
 2015 Suzuki Gixxer 15300 Kms ,60000," Added via phone on 27 May, Ad ID: 1220465923 "," Kalbadevi, Mumbai ", 2015 Suzuki Gixxer 15300 Kms ," Brand: Suzuki Model: Gixxer Year: 2015 KM Driven: 15,300 km "
 2010 Yamaha Others 50736 Kms ,39000," Added via phone on 27 May, Ad ID: 1220478463 "," Mumbai Central, Mumbai ", 2010 Yamaha Others 50736 Kms ," Brand: Yamaha Model: Others Year: 2010 KM Driven: 50,736 km "
 2016 Royal Enfield Bullet 75000 Kms ,160000," Added via phone on 27 May, Ad ID: 1220482689 "," Parel, Mumbai ", 2016 Royal Enfield Bullet 75000 Kms ," Brand: Royal Enfield Model: Bullet Year: 2016 KM Driven: 75,000 km "
 2013 Bajaj Pulsar 25000 Kms ,41000," Added via phone on 27 May, Ad ID: 1220457477 "," Mumbai Central, Mumbai ", 2013 Bajaj Pulsar 25000 Kms ," Brand: Bajaj Model: Pulsar Year: 2013 KM Driven: 25,000 km "
 KTM Duke 200 35000 Kms 2013 year ,70000," Added via phone on 27 May, Ad ID: 1217697131 "," Ghatkopar West, Mumbai ", KTM Duke 200 35000 Kms 2013 year ," Brand: KTM Model: Duke 200 Year: 2013 KM Driven: 35,000 km "
 Hero Honda Super Splendor 56000 Kms 2006 year ,23000," Added via phone on 27 May, Ad ID: 1220457937 "," Mankhurd, Mumbai ", Hero Honda Super Splendor 56000 Kms 2006 year ," Brand: Hero Honda Model: Super Splendor Year: 2006 KM Driven: 56,000 km "
 Bajaj Pulsar 38000 Kms 2008 year ,45000," Added via phone on 27 May, Ad ID: 1220459627 "," Kurla East, Mumbai ", Bajaj Pulsar 38000 Kms 2008 year ," Brand: Bajaj Model: Pulsar Year: 2008 KM Driven: 38,000 km "
 Harley Davidson iron 883 ,360000," Added via phone on 27 May, Ad ID: 1220455091 "," Mahim, Mumbai ", Harley Davidson iron 883 ," Brand: Other Brands Year: 2011 KM Driven: 18,000 km "
 Vintage BSA shooting star 500cc twin parsi owned ,810000," Added via phone on 27 May, Ad ID: 1099091317 "," Bandra West, Mumbai ", Vintage BSA shooting star 500cc twin parsi owned ," Brand: Other Brands Year: 1954 KM Driven: 5,000 km "
 Bajaj Discover 50000 Kms 2006 year ,11000," Added via phone on 27 May, Ad ID: 1198881321 "," Malad East, Mumbai ", Bajaj Discover 50000 Kms 2006 year ," Brand: Bajaj Model: Discover Year: 2006 KM Driven: 50,000 km "
 Royal Enfield 350 Thunderbird 24500 Kms 2015 year ,125000," Added via phone on 26 May, Ad ID: 1220281673 "," Charni Road, Mumbai ", Royal Enfield 350 Thunderbird 24500 Kms 2015 year ," Brand: Royal Enfield Model: Thunderbird Year: 2015 KM Driven: 24,500 km "
 Midnight Edition R15 v2 in Excellent Condition EMI Facility available ,68000," Added via phone Yesterday, Ad ID: 1206064419 "," Grant Road Area, Mumbai ", Midnight Edition R15 v2 in Excellent Condition EMI Facility available ," Brand: Yamaha Model: YZF R Year: 2014 KM Driven: 19,000 km "
 Honda Others 50000 Kms 2007 year ,12000," Added via phone on 28 May, Ad ID: 1221184495 "," Ushma Nagar, Mumbai ", Honda Others 50000 Kms 2007 year ," Brand: Honda Model: Others Year: 2007 KM Driven: 50,000 km "
 2017 Honda CB 8000 Kms ,70000," Added via phone on 28 May, Ad ID: 1221184163 "," Byculla, Mumbai ", 2017 Honda CB 8000 Kms ," Brand: Honda Model: CB Year: 2017 KM Driven: 8,000 km "
 2008 Hero Honda CBZ 46222 Kms ,18000," Added via phone on 28 May, Ad ID: 1221186971 "," Beverly Park, Mumbai ", 2008 Hero Honda CBZ 46222 Kms ," Brand: Hero Honda Model: CBZ Year: 2008 KM Driven: 46,222 km "
 Yamaha FZS 42000 Kms 2012 year ,31000," Added via phone on 28 May, Ad ID: 1221179935 "," Vazira, Mumbai ", Yamaha FZS 42000 Kms 2012 year ," Brand: Yamaha Model: FZS Year: 2012 KM Driven: 42,000 km "
 Bajaj Pulsar 15000 Kms 2016 year ,79000," Added via phone on 28 May, Ad ID: 1221177459 "," Vasai Road, Mumbai ", Bajaj Pulsar 15000 Kms 2016 year ," Brand: Bajaj Model: Pulsar Year: 2016 KM Driven: 15,000 km "
 KTM RC 16000 Kms 2016 year ,135000," Added via phone on 28 May, Ad ID: 1221177975 "," Wadala East, Mumbai ", KTM RC 16000 Kms 2016 year ," Brand: KTM Model: RC Year: 2016 KM Driven: 16,000 km "
 2017 Yamaha YZF R15 V2 10000 Kms ,99999," Added via phone on 28 May, Ad ID: 1221172667 "," Virar East, Mumbai ", 2017 Yamaha YZF R15 V2 10000 Kms ," Brand: Yamaha Model: YBR Year: 2017 KM Driven: 10,000 km "
 2013 Yamaha Fazer 41000 Kms ,45000," Added via phone on 27 May, Ad ID: 1209570775 "," Goregaon East, Mumbai ", 2013 Yamaha Fazer 41000 Kms ," Brand: Yamaha Model: Fazer Year: 2013 KM Driven: 41,000 km "
 Royal Enfield Bullet 46000 Kms 1988 year ,70000," Added via phone on 28 May, Ad ID: 1160155255 "," Jogeshwari–Vikhroli Link Road (JVLR), Mumbai ", Royal Enfield Bullet 46000 Kms 1988 year ," Brand: Royal Enfield Model: Bullet Year: 1988 KM Driven: 46,000 km "
 2014 Honda CB 20000 Kms ,40000," Added via phone on 28 May, Ad ID: 1221167539 "," Grant Road Area, Mumbai ", 2014 Honda CB 20000 Kms ," Brand: Honda Model: CB Year: 2014 KM Driven: 20,000 km "
" Bajaj Pulsar 49500 Kms 2013 end"" year"" ",26000," Added via phone on 28 May, Ad ID: 1221175945 "," Jogeshwari West, Mumbai "," Bajaj Pulsar 49500 Kms 2013 end"" year"" "," Brand: Bajaj Model: Pulsar Year: 2013 KM Driven: 49,500 km "
 2014 Hero Honda Others 52939 Kms ,40000," Added via phone on 27 May, Ad ID: 1217410827 "," Jogeshwari West, Mumbai ", 2014 Hero Honda Others 52939 Kms ," Brand: Honda Model: Others Year: 2014 KM Driven: 52,939 km "
 2014 Honda Others 31000 Kms ,32999," Added via phone on 27 May, Ad ID: 1220446679 "," Gulmohar Road, Mumbai ", 2014 Honda Others 31000 Kms ," Brand: Honda Model: Others Year: 2014 KM Driven: 31,000 km "
 Hero Honda CBZ 5795 Kms 2013 year ,48000," Added via phone on 28 May, Ad ID: 1221164323 "," Wadala West, Mumbai ", Hero Honda CBZ 5795 Kms 2013 year ," Brand: Hero Honda Model: CBZ Year: 2013 KM Driven: 5,795 km "
 Suzuki Gixxer 7000 Kms 2017 year ,75000," Added via phone on 28 May, Ad ID: 1221163151 "," Dadar East, Mumbai ", Suzuki Gixxer 7000 Kms 2017 year ," Brand: Suzuki Model: Gixxer Year: 2017 KM Driven: 7,000 km "
 2008 Honda Others 73000 Kms still running without engine work ,23110," Added via phone on 28 May, Ad ID: 1180611999 "," Kurla West, Mumbai ", 2008 Honda Others 73000 Kms still running without engine work ," Brand: Honda Model: Others Year: 2008 KM Driven: 70,000 km "
 2017 Bajaj Pulsar 15000 Kms ,65000," Added via phone on 28 May, Ad ID: 1195594433 "," Ghatkopar East, Mumbai ", 2017 Bajaj Pulsar 15000 Kms ," Brand: Bajaj Model: Pulsar Year: 2017 KM Driven: 15,000 km "
 1997 Yamaha Others 100000 Kms ,39999," Added via phone on 28 May, Ad ID: 1214964241 "," Vidyavihar West, Mumbai ", 1997 Yamaha Others 100000 Kms ," Brand: Yamaha Model: Others Year: 1997 KM Driven: 1,00,000 km "
 2013 Yamaha Others 34257 Kms ,43999," Added via phone on 28 May, Ad ID: 1221147225 "," Nalasopara East, Mumbai ", 2013 Yamaha Others 34257 Kms ," Brand: Yamaha Model: Others Year: 2013 KM Driven: 34,257 km "
 Honda CB 44100 Kms 2014 year ,35000," Added via phone on 28 May, Ad ID: 1221156609 "," Vikhroli West, Mumbai ", Honda CB 44100 Kms 2014 year ," Brand: Honda Model: CB Year: 2014 KM Driven: 44,100 km "
 KTM 390 Duke / ABS / slipper clutch / Black Orange ,145000," Added via phone on 26 May, Ad ID: 1217029735 "," Kanakia Road, Mumbai ", KTM 390 Duke / ABS / slipper clutch / Black Orange ," Brand: KTM Model: 390 Duke ABS Year: 2015 KM Driven: 17,000 km "
 Credit Card and Loan Facility available for FZs v2 Limited Edition ,75000," Added via phone Yesterday, Ad ID: 1181529483 "," Grant Road Area, Mumbai ", Credit Card and Loan Facility available for FZs v2 Limited Edition ," Brand: Yamaha Model: FZS Year: 2017 KM Driven: 3,500 km "
 Yamaha Others 7000 Kms 2017 year ,85000," Added via phone on 27 May, Ad ID: 1220817529 "," Virar West, Mumbai ", Yamaha Others 7000 Kms 2017 year ," Brand: Yamaha Model: Others Year: 2017 KM Driven: 7,000 km "
 Bajaj ns 200 9900 Kms 2017 year ,95000," Added via phone on 28 May, Ad ID: 1221142015 "," Malad West, Mumbai ", Bajaj ns 200 9900 Kms 2017 year ," Brand: Bajaj Model: Pulsar Year: 2017 KM Driven: 9,900 km "
 KTM 390 Duke ABS 17000 Kms 2014 year ,95000," Added via phone on 27 May, Ad ID: 1220816437 "," Byculla, Mumbai ", KTM 390 Duke ABS 17000 Kms 2014 year ," Brand: KTM Model: 390 Duke ABS Year: 2014 KM Driven: 17,000 km "
 300 ninja . August 2015.no offer below ,245000," Added via phone on 27 May, Ad ID: 1206643151 "," Powai, Mumbai ", 300 ninja . August 2015.no offer below ," Brand: Other Brands Year: 2015 KM Driven: 12,700 km "
 TVS Others 70000 Kms 2005 year ,14000," Added via phone on 27 May, Ad ID: 1220803539 "," Vakola, Mumbai ", TVS Others 70000 Kms 2005 year ," Brand: TVS Model: Others Year: 2005 KM Driven: 70,000 km "
 Bajaj Avenger 50000 Kms 2005 year ,25000," Added via phone on 27 May, Ad ID: 1220814003 "," Jogeshwari West, Mumbai ", Bajaj Avenger 50000 Kms 2005 year ," Brand: Bajaj Model: Avenger Year: 2005 KM Driven: 50,000 km "
 2010 Bajaj CT 100 10000 Kms ,20999," Added via phone on 27 May, Ad ID: 1220807825 "," Mankhurd, Mumbai ", 2010 Bajaj CT 100 10000 Kms ," Brand: Bajaj Model: CT 100 Year: 2010 KM Driven: 10,000 km "
 Honda CB 45000 Kms 2011 year ,43000," Added via phone on 28 May, Ad ID: 1221152509 "," Currey Road, Mumbai ", Honda CB 45000 Kms 2011 year ," Brand: Honda Model: CB Year: 2011 KM Driven: 45,000 km "
 Hero Ignitor 00786 Kms 2013 year ,35786," Added via phone on 27 May, Ad ID: 1220802129 "," Andheri East, Mumbai ", Hero Ignitor 00786 Kms 2013 year , Brand: Hero Model: Ignitor Year: 2013 KM Driven: 786 km 
 Royal Enfield Thunderbird 19300 Kms 2013 year ,115000," Added via phone on 27 May, Ad ID: 1220810567 "," Vijay Nagar, Mumbai ", Royal Enfield Thunderbird 19300 Kms 2013 year ," Brand: Royal Enfield Model: Thunderbird Year: 2013 KM Driven: 19,300 km "
 Bajaj Others 16000 Kms 2016 year ,52500," Added via phone on 27 May, Ad ID: 1159761073 "," Kandivali West, Mumbai ", Bajaj Others 16000 Kms 2016 year ," Brand: Bajaj Model: Others Year: 2016 KM Driven: 16,000 km "
" Yamaha Fazer 22344 Kms, Year 2014 ",45000," Added via phone on 27 May, Ad ID: 1215007007 "," Kandivali East, Mumbai "," Yamaha Fazer 22344 Kms, Year 2014 "," Brand: Yamaha Model: Fazer Year: 2014 KM Driven: 22,344 km "
 Yamaha YZF R 14700 Kms 2014 year ,72000," Added via phone on 27 May, Ad ID: 1217999469 "," Vikhroli East, Mumbai ", Yamaha YZF R 14700 Kms 2014 year ," Brand: Yamaha Model: YZF R Year: 2017 KM Driven: 14,700 km "
 KTM RC390 14000 Kms 2015 year ,135000," Added via phone on 27 May, Ad ID: 1220797915 "," Powai, Mumbai ", KTM RC390 14000 Kms 2015 year ," Brand: KTM Model: RC Year: 2015 KM Driven: 14,000 km "
 Yamaha FZS 31000 Kms 2016 year ,71000," Added via phone on 27 May, Ad ID: 1220784327 "," Kandivali West, Mumbai ", Yamaha FZS 31000 Kms 2016 year ," Brand: Yamaha Model: FZS Year: 2016 KM Driven: 31,000 km "
 2011 Honda CB 32000 Kms ,26000," Added via phone on 27 May, Ad ID: 1220788557 "," Antop Hill, Mumbai ", 2011 Honda CB 32000 Kms ," Brand: Honda Model: CB Year: 2011 KM Driven: 32,000 km "
 2017 Hero Others 6667 Kms ,80000," Added via phone on 27 May, Ad ID: 1220785669 "," Ghatkopar West, Mumbai ", 2017 Hero Others 6667 Kms ," Brand: Hero Model: Others Year: 2017 KM Driven: 6,667 km "
 2012 Bajaj Others 38889 Kms ,44000," Added via phone on 27 May, Ad ID: 1220782735 "," Vasai East, Mumbai ", 2012 Bajaj Others 38889 Kms ," Brand: Bajaj Model: Others Year: 2012 KM Driven: 38,889 km "
 2014 Yamaha YZF R 25000 Kms ,65000," Added via phone on 27 May, Ad ID: 1220777905 "," Malad West, Mumbai ", 2014 Yamaha YZF R 25000 Kms ," Brand: Yamaha Model: YZF R Year: 2014 KM Driven: 25,000 km "
 2017 Bajaj Pulsar 16000 Kms ,98000," Added via phone on 27 May, Ad ID: 1208299647 "," Ghatkopar West, Mumbai ", 2017 Bajaj Pulsar 16000 Kms ," Brand: Bajaj Model: Pulsar Year: 2017 KM Driven: 16,000 km "
 2007 TVS Star City Plus 80000 Kms..Self start ,17000," Added via phone on 28 May, Ad ID: 1220946215 "," Kanjurmarg West, Mumbai ", 2007 TVS Star City Plus 80000 Kms..Self start ," Brand: TVS Model: Star City Plus Year: 2007 KM Driven: 80,000 km "
 Himalayan 2016 Model. Just 300kms Run. Its A Demo Vehicle So Less Run. ,120000," Added via phone on 23 May, Ad ID: 1219169131 "," Kandivali West, Mumbai ", Himalayan 2016 Model. Just 300kms Run. Its A Demo Vehicle So Less Run. , Brand: Royal Enfield Model: Others Year: 2016 KM Driven: 310 km 
 KTM 390 Duke ABS 15000 Kms 2017 year ,180000," Added via phone on 28 May, Ad ID: 1220931473 "," Malad West, Mumbai ", KTM 390 Duke ABS 15000 Kms 2017 year ," Brand: KTM Model: 390 Duke ABS Year: 2017 KM Driven: 15,000 km "
 2013 Honda CB 11600 Kms ,32000," Added via phone on 28 May, Ad ID: 1220934467 "," Kalyan West, Mumbai ", 2013 Honda CB 11600 Kms ," Brand: Honda Model: CB Year: 2013 KM Driven: 11,600 km "
 Hero Honda CBZ 64131 Kms 2010 year ,19000," Added via phone on 28 May, Ad ID: 1192447179 "," Vatsalabai Naik Nagar, Mumbai ", Hero Honda CBZ 64131 Kms 2010 year ," Brand: Hero Honda Model: CBZ Year: 2010 KM Driven: 64,131 km "
 2017 Honda Others 5250 Kms ,53500," Added via phone on 28 May, Ad ID: 1220927397 "," Borivali East, Mumbai ", 2017 Honda Others 5250 Kms ," Brand: Honda Model: Others Year: 2017 KM Driven: 50,250 km "
 Bike sell on 30000 rs ONLY Good condition ,30000," Added on 28 May, Ad ID: 1220921283 "," Kurla West, Mumbai ", Bike sell on 30000 rs ONLY Good condition ," Brand: Other Brands Year: 2012 KM Driven: 42,000 km "
 Bajaj Discover 24000 Kms 2013 year ,35000," Added via phone on 28 May, Ad ID: 1220917323 "," Tardeo, Mumbai ", Bajaj Discover 24000 Kms 2013 year ," Brand: Bajaj Model: Discover Year: 2013 KM Driven: 24,000 km "
 Benelli Tnt 300 for sale Model dec 2016 Odo 33k ,240000," Added via phone on 28 May, Ad ID: 1220918135 "," Mira Road, Mumbai ", Benelli Tnt 300 for sale Model dec 2016 Odo 33k ," Brand: Other Brands Year: 2016 KM Driven: 32,000 km "
 2013 Hero Honda Passion 35549 Kms ,29000," Added via phone on 28 May, Ad ID: 1208690107 "," Dahisar East, Mumbai ", 2013 Hero Honda Passion 35549 Kms ," Brand: Hero Honda Model: Passion Year: 2013 KM Driven: 35,549 km "
 Credit Card/Loan Facility available for RC 200 almost 2015 Model ,95000," Added via phone Yesterday, Ad ID: 1210541989 "," Grant Road Area, Mumbai ", Credit Card/Loan Facility available for RC 200 almost 2015 Model ," Brand: KTM Model: RC Year: 2015 KM Driven: 21,000 km "
 2014 Bajaj Pulsar 20000 Kms ,50000," Added via phone on 28 May, Ad ID: 1220908975 "," Bhayandar East, Mumbai ", 2014 Bajaj Pulsar 20000 Kms ," Brand: Bajaj Model: Pulsar Year: 2014 KM Driven: 20,000 km "
 2014 Hero Passion 35000 Kms ,34000," Added via phone on 28 May, Ad ID: 1210747341 "," Dahisar East, Mumbai ", 2014 Hero Passion 35000 Kms ," Brand: Hero Model: Passion Year: 2014 KM Driven: 35,000 km "
 2012 Bajaj Pulsar 7500 Kms ,30000," Added via phone on 27 May, Ad ID: 1220776933 "," Dharavi, Mumbai ", 2012 Bajaj Pulsar 7500 Kms ," Brand: Bajaj Model: Pulsar Year: 2012 KM Driven: 7,500 km "
 2015 Hero spender i smart 13300 Kms ,40000," Added via phone on 28 May, Ad ID: 1207383853 "," Dahisar East, Mumbai ", 2015 Hero spender i smart 13300 Kms ," Brand: Hero Model: Others Year: 2015 KM Driven: 13,300 km "
 Honda cb sine18000 Kms 2014 year ,40000," Added via phone on 28 May, Ad ID: 1201729251 "," Dahisar East, Mumbai ", Honda cb sine18000 Kms 2014 year ," Brand: Honda Model: Others Year: 2014 KM Driven: 18,000 km "
 2016 Bajaj CT 100 09700 Kms ,29500," Added via phone on 28 May, Ad ID: 1207381557 "," Dahisar East, Mumbai ", 2016 Bajaj CT 100 09700 Kms ," Brand: Bajaj Model: CT 100 Year: 2016 KM Driven: 9,700 km "
 2009 Yamaha FZ 15000 Kms ,35000," Added via phone on 28 May, Ad ID: 1220906767 "," Vasai Road, Mumbai ", 2009 Yamaha FZ 15000 Kms ," Brand: Yamaha Model: FZ Year: 2009 KM Driven: 15,000 km "
 White Beauty YAMAHA FZS immaculate condition ,38000," Added on 28 May, Ad ID: 1194272507 "," Andheri West, Mumbai ", White Beauty YAMAHA FZS immaculate condition ," Brand: Yamaha Model: FZS Year: 2012 KM Driven: 18,000 km "
 KTM Others 3730 Kms 2017 year ,175000," Added via phone on 28 May, Ad ID: 1220901891 "," Kandivali West, Mumbai ", KTM Others 3730 Kms 2017 year ," Brand: KTM Model: Others Year: 2017 KM Driven: 3,730 km "
 2017 Harley Davidson Street 750cc with extra fitting BULLET RAJA Bikes ,425000," Added via phone on 24 May, Ad ID: 1216434747 "," Mulund West, Mumbai ", 2017 Harley Davidson Street 750cc with extra fitting BULLET RAJA Bikes ," Brand: Other Brands Year: 2017 KM Driven: 4,500 km "
 Royal Enfield Classic 500 Chrome Edition ,135000," Added via phone on 28 May, Ad ID: 1218423027 "," Vinobha Bhave Nagar, Mumbai ", Royal Enfield Classic 500 Chrome Edition ," Brand: Royal Enfield Model: Classic Year: 2014 KM Driven: 37,000 km "
 Bajaj Pulsar 37000 Kms 2014 year ,50000," Added via phone on 27 May, Ad ID: 1220630335 "," Mahim, Mumbai ", Bajaj Pulsar 37000 Kms 2014 year ," Brand: Bajaj Model: Pulsar Year: 2014 KM Driven: 37,000 km "
 2015 Benelli 600 i with ixil exhaust BULLET RAJA Bikes ,399999," Added via phone on 15 May, Ad ID: 1211278863 "," Mulund West, Mumbai ", 2015 Benelli 600 i with ixil exhaust BULLET RAJA Bikes ," Brand: Other Brands Year: 2015 KM Driven: 20,000 km "
 2010 Bajaj Pulsar 7000 Kms ,18000," Added via phone on 27 May, Ad ID: 1220629931 "," Samata Nagar, Mumbai ", 2010 Bajaj Pulsar 7000 Kms ," Brand: Bajaj Model: Pulsar Year: 2010 KM Driven: 70,000 km "
 Yamaha Others 12500 Kms 2014 year ,85000," Added via phone on 27 May, Ad ID: 1220627611 "," Bhandup, Mumbai ", Yamaha Others 12500 Kms 2014 year ," Brand: Yamaha Model: Others Year: 2014 KM Driven: 12,500 km "
 Amazing Condition pulsar 150 2012/feb single handed used blk colour ,30000," Added via phone on 28 May, Ad ID: 1170709261 "," Grant Road Area, Mumbai ", Amazing Condition pulsar 150 2012/feb single handed used blk colour ," Brand: Bajaj Model: Pulsar Year: 2012 KM Driven: 29,000 km "
 Bajaj Pulsar 49000 Kms 2010 year ,21900," Added via phone on 27 May, Ad ID: 1220631707 "," Jogeshwari West, Mumbai ", Bajaj Pulsar 49000 Kms 2010 year ," Brand: Bajaj Model: Pulsar Year: 2010 KM Driven: 49,000 km "
 2016 Bajaj Pulsar 26000 Kms ,55000," Added via phone on 27 May, Ad ID: 1220622247 "," Jogeshwari–Vikhroli Link Road (JVLR), Mumbai ", 2016 Bajaj Pulsar 26000 Kms ," Brand: Bajaj Model: Pulsar Year: 2016 KM Driven: 26,000 km "
